Name,Region,state,summit_elev,vertical_drop,base_elev,trams,fastSixes,fastQuads,quad,triple,double,surface,total_chairs,Runs,TerrainParks,LongestRun_mi,SkiableTerrain_ac,Snow Making_ac,daysOpenLastYear,yearsOpen,averageSnowfall,AdultWeekend,projectedDaysOpen,NightSkiing_ac
,,,,,,,,,,,,,,,,,,,,,,39.0,,
,,,,,,,,,,,,,,,,,,,,,,40.0,,
,,,,,,,,,,,,,,,,,,,,,,46.0,,
,,,,,,,,,,,,,,,,,,,,,,30.0,,
,,,,,,,,,,,,,,,,,,,,,,43.0,,
,,,,,,,,,,,,,,,,,,,,,,55.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,32.0,,
,,,,,,,,,,,,,,,,,,,,,,75.0,,
,,,,,,,,,,,,,,,,,,,,,,99.0,,
,,,,,,,,,,,,,,,,,,,,,,105.0,,
,,,,,,,,,,,,,,,,,,,,,,79.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,55.0,,
,,,,,,,,,,,,,,,,,,,,,,81.0,,
,,,,,,,,,,,,,,,,,,,,,,58.0,,
,,,,,,,,,,,,,,,,,,,,,,40.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,71.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,,,,69.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,98.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,37.0,,
,,,,,,,,,,,,,,,,,,,,,,64.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,34.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,20.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,85.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,78.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,,,,42.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,37.0,,
,,,,,,,,,,,,,,,,,,,,,,17.0,,
,,,,,,,,,,,,,,,,,,,,,,58.0,,
,,,,,,,,,,,,,,,,,,,,,,35.34,,
,,,,,,,,,,,,,,,,,,,,,,84.0,,
,,,,,,,,,,,,,,,,,,,,,,46.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,55.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,42.0,,
,,,,,,,,,,,,,,,,,,,,,,63.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,46.0,,
,,,,,,,,,,,,,,,,,,,,,,39.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,67.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,39.0,,
,,,,,,,,,,,,,,,,,,,,,,81.0,,
,,,,,,,,,,,,,,,,,,,,,,99.0,,
,,,,,,,,,,,,,,,,,,,,,,20.0,,
,,,,,,,,,,,,,,,,,,,,,,70.0,,
,,,,,,,,,,,,,,,,,,,,,,135.0,,
,,,,,,,,,,,,,,,,,,,,,,89.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,99.0,,
,,,,,,,,,,,,,,,,,,,,,,79.0,,
,,,,,,,,,,,,,,,,,,,,,,69.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,92.0,,
,,,,,,,,,,,,,,,,,,,,,,58.0,,
,,,,,,,,,,,,,,,,,,,,,,93.0,,
,,,,,,,,,,,,,,,,,,,,,,72.0,,
,,,,,,,,,,,,,,,,,,,,,,84.0,,
,,,,,,,,,,,,,,,,,,,,,,93.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,89.0,,
,,,,,,,,,,,,,,,,,,,,,,79.99,,
,,,,,,,,,,,,,,,,,,,,,,77.0,,
,,,,,,,,,,,,,,,,,,,,,,20.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,79.0,,
,,,,,,,,,,,,,,,,,,,,,,55.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,74.0,,
,,,,,,,,,,,,,,,,,,,,,,80.0,,
,,,,,,,,,,,,,,,,,,,,,,110.0,,
,,,,,,,,,,,,,,,,,,,,,,72.0,,
,,,,,,,,,,,,,,,,,,,,,,32.0,,
,,,,,,,,,,,,,,,,,,,,,,76.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,69.0,,
,,,,,,,,,,,,,,,,,,,,,,35.0,,
,,,,,,,,,,,,,,,,,,,,,,88.0,,
,,,,,,,,,,,,,,,,,,,,,,63.2,,
,,,,,,,,,,,,,,,,,,,,,,42.0,,
,,,,,,,,,,,,,,,,,,,,,,78.0,,
,,,,,,,,,,,,,,,,,,,,,,75.0,,
,,,,,,,,,,,,,,,,,,,,,,58.0,,
,,,,,,,,,,,,,,,,,,,,,,89.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,38.0,,
,,,,,,,,,,,,,,,,,,,,,,30.0,,
,,,,,,,,,,,,,,,,,,,,,,54.0,,
,,,,,,,,,,,,,,,,,,,,,,40.0,,
,,,,,,,,,,,,,,,,,,,,,,63.0,,
,,,,,,,,,,,,,,,,,,,,,,67.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,57.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,55.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,96.0,,
,,,,,,,,,,,,,,,,,,,,,,46.0,,
,,,,,,,,,,,,,,,,,,,,,,95.0,,
,,,,,,,,,,,,,,,,,,,,,,39.0,,
,,,,,,,,,,,,,,,,,,,,,,64.0,,
,,,,,,,,,,,,,,,,,,,,,,70.0,,
,,,,,,,,,,,,,,,,,,,,,,43.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,75.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,43.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,52.0,,
,,,,,,,,,,,,,,,,,,,,,,40.0,,
,,,,,,,,,,,,,,,,,,,,,,39.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,52.0,,
,,,,,,,,,,,,,,,,,,,,,,99.0,,
,,,,,,,,,,,,,,,,,,,,,,70.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,62.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,70.0,,
,,,,,,,,,,,,,,,,,,,,,,69.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,77.0,,
,,,,,,,,,,,,,,,,,,,,,,33.0,,
,,,,,,,,,,,,,,,,,,,,,,73.0,,
,,,,,,,,,,,,,,,,,,,,,,87.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,71.0,,
,,,,,,,,,,,,,,,,,,,,,,45.0,,
,,,,,,,,,,,,,,,,,,,,,,58.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,116.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,85.0,,
,,,,,,,,,,,,,,,,,,,,,,169.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,88.0,,
,,,,,,,,,,,,,,,,,,,,,,115.0,,
,,,,,,,,,,,,,,,,,,,,,,125.0,,
,,,,,,,,,,,,,,,,,,,,,,119.0,,
,,,,,,,,,,,,,,,,,,,,,,80.0,,
,,,,,,,,,,,,,,,,,,,,,,50.0,,
,,,,,,,,,,,,,,,,,,,,,,79.0,,
,,,,,,,,,,,,,,,,,,,,,,91.0,,
,,,,,,,,,,,,,,,,,,,,,,73.0,,
,,,,,,,,,,,,,,,,,,,,,,89.0,,
,,,,,,,,,,,,,,,,,,,,,,119.0,,
,,,,,,,,,,,,,,,,,,,,,,74.0,,
,,,,,,,,,,,,,,,,,,,,,,81.0,,
,,,,,,,,,,,,,,,,,,,,,,79.0,,
,,,,,,,,,,,,,,,,,,,,,,119.0,,
,,,,,,,,,,,,,,,,,,,,,,75.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,62.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,99.0,,
,,,,,,,,,,,,,,,,,,,,,,60.01,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,95.0,,
,,,,,,,,,,,,,,,,,,,,,,69.0,,
,,,,,,,,,,,,,,,,,,,,,,68.0,,
,,,,,,,,,,,,,,,,,,,,,,87.0,,
,,,,,,,,,,,,,,,,,,,,,,92.0,,
,,,,,,,,,,,,,,,,,,,,,,72.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,25.0,,
,,,,,,,,,,,,,,,,,,,,,,64.0,,
,,,,,,,,,,,,,,,,,,,,,,38.0,,
,,,,,,,,,,,,,,,,,,,,,,65.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,92.0,,
,,,,,,,,,,,,,,,,,,,,,,56.0,,
,,,,,,,,,,,,,,,,,,,,,,47.0,,
,,,,,,,,,,,,,,,,,,,,,,44.0,,
,,,,,,,,,,,,,,,,,,,,,,54.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,60.0,,
,,,,,,,,,,,,,,,,,,,,,,66.0,,
,,,,,,,,,,,,,,,,,,,,,,90.0,,
,,,,,,,,,,,,,,,,,,,,,,48.0,,
,,,,,,,,,,,,,,,,,,,,,,42.0,,
,,,,,,,,,,,,,,,,,,,,,,59.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
,,,,,,,,,,,,,,,,,,,,,,49.0,,
